model_id,precision,runtime,Torch Accuracy,Sim Accuracy,Device Accuracy,PSNR_0,PSNR_1,PSNR_2,PSNR_3,PSNR_4,PSNR_5,PSNR_6,PSNR_7,PSNR_8,PSNR_9,date,branch,chipset,dataset_name,dataset_link,split_description,metric_name,metric_unit,metric_description,metric_min,metric_max,metric_threshold,metric_higher_is_better,num_samples
deeplab_xception,float,onnx,85.6,,85.6,40.81,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplab_xception,w8a16,qnn_dlc,85.6,85.5,85.1,25.33,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplab_xception,w8a16,qnn_dlc_via_qnn_ep,85.6,85.5,85.1,25.33,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplab_xception,w8a16,onnx,85.6,85.5,85.1,25.33,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplab_xception,w8a8,tflite,85.6,84.7,84.8,22.62,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplab_xception,w8a8,qnn_dlc,85.6,84.7,84.8,22.4,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplab_xception,w8a8,qnn_dlc_via_qnn_ep,85.6,84.7,84.8,22.4,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplab_xception,w8a8,onnx,85.6,84.7,84.8,22.4,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,float,tflite,69.3,,69.4,34.6,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,float,qnn_dlc,69.3,,69.4,34.59,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,float,qnn_dlc_via_qnn_ep,69.3,,69.4,34.59,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,float,onnx,69.3,,69.4,34.68,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,w8a16,qnn_dlc,69.3,68.4,68.4,23.08,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,w8a16,qnn_dlc_via_qnn_ep,69.3,68.4,68.4,23.08,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,w8a16,onnx,69.3,68.4,68.4,23.08,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,w8a8,tflite,69.3,68.1,68.1,22.62,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,w8a8,qnn_dlc,69.3,68.1,68.1,22.56,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,w8a8,qnn_dlc_via_qnn_ep,69.3,68.1,68.1,22.56,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deeplabv3_plus_mobilenet,w8a8,onnx,69.3,68.1,68.1,22.56,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,voc_segmentation,https://host.robots.ox.ac.uk/pascal/VOC/voc2012/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,400.0
deepspeech2,float,tflite,,,,228.9,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
depth_anything_v3,float,tflite,85.4,,85.4,61.15,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,nyuv2,https://cs.nyu.edu/~fergus/datasets/nyu_depth_v2.html,validation split,Delta Threshold Accuracy,δ1,The percentage of pixels where the predicted depth is within 25% of the expected.,0.0,100.0,10.0,True,100.0
depth_anything_v3,float,qnn_dlc,85.4,,85.4,61.11,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,nyuv2,https://cs.nyu.edu/~fergus/datasets/nyu_depth_v2.html,validation split,Delta Threshold Accuracy,δ1,The percentage of pixels where the predicted depth is within 25% of the expected.,0.0,100.0,10.0,True,100.0
depth_anything_v3,float,qnn_dlc_via_qnn_ep,85.4,,85.4,61.11,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,nyuv2,https://cs.nyu.edu/~fergus/datasets/nyu_depth_v2.html,validation split,Delta Threshold Accuracy,δ1,The percentage of pixels where the predicted depth is within 25% of the expected.,0.0,100.0,10.0,True,100.0
depth_anything_v3,float,onnx,85.4,,85.4,61.28,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,nyuv2,https://cs.nyu.edu/~fergus/datasets/nyu_depth_v2.html,validation split,Delta Threshold Accuracy,δ1,The percentage of pixels where the predicted depth is within 25% of the expected.,0.0,100.0,10.0,True,100.0
detectron2_detection,float,qnn_dlc,,,,89.36,77.51,76.64,8.247,60.02,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,float,qnn_dlc_via_qnn_ep,,,,89.36,77.51,76.64,8.247,60.02,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,float,onnx,,,,89.36,77.51,76.64,8.247,60.02,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,w8a16,qnn_dlc,,,,63.91,61.39,52.24,8.597,38.44,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,w8a16,qnn_dlc_via_qnn_ep,,,,63.91,61.39,52.24,8.597,38.44,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,w8a16,onnx,,,,63.91,61.39,52.24,8.597,38.44,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,w8a8,tflite,,,,51.88,51.6,44.05,-95.02,27.88,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,w8a8,qnn_dlc,,,,51.88,51.6,44.05,-95.02,27.88,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,w8a8,qnn_dlc_via_qnn_ep,,,,51.88,51.6,44.05,-95.02,27.88,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detectron2_detection,w8a8,onnx,,,,51.88,51.6,44.05,-95.02,27.88,235.4,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
detr_resnet50,float,tflite,42.9,,42.6,44.56,39.3,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50,float,qnn_dlc,42.9,,42.9,43.56,37.74,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50,float,qnn_dlc_via_qnn_ep,42.9,,42.9,43.56,37.74,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50,float,onnx,42.9,,42.5,43.69,39.36,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50,w8a16_mixed_fp16,qnn_dlc,42.9,41.6,41.7,33.24,29.68,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50,w8a16_mixed_fp16,qnn_dlc_via_qnn_ep,42.9,41.6,41.5,21.95,18.87,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50,w8a16_mixed_fp16,onnx,42.9,41.6,41.4,21.97,18.8,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50_dc5,float,tflite,43.7,,43.8,44.18,36.5,32.56,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50_dc5,float,qnn_dlc,43.7,,43.8,44.39,36.69,32.67,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50_dc5,float,qnn_dlc_via_qnn_ep,43.7,,43.8,44.39,36.69,32.67,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50_dc5,float,onnx,43.7,,43.7,43.57,39.01,33.49,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50_dc5,w8a16_mixed_int16,qnn_dlc,43.7,42.0,42.1,23.16,19.65,17.01,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50_dc5,w8a16_mixed_int16,qnn_dlc_via_qnn_ep,43.7,42.0,42.1,23.16,19.65,17.01,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
detr_resnet50_dc5,w8a16_mixed_int16,onnx,43.7,42.0,42.0,23.15,19.76,16.99,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco91_class,https://cocodataset.org/,val2017 split,Mean Average Precision,mAP@0.5:0.95,Mean Average Precision averaged over IOU thresholds 0.5 to 0.95 in 0.05 increments.,0.0,100.0,10.0,True,300.0
falcon_v3_7b_instruct,w4a16,genie,79.4,,85.7,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
llama_v3_8b_instruct,w4a16,genie,90.9,,80.0,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_vl_8b_instruct,w4a16,genie,,,84.2,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
easyocr,float,tflite,,,,84.38,131.9,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
easyocr,float,qnn_dlc,,,,84.38,49.92,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
easyocr,float,onnx,,,,84.36,49.92,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
easyocr,w8a8,tflite,,,,34.22,32.89,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
easyocr,w8a8,onnx,,,,34.22,11.25,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientnet_b4,float,tflite,82.2,,82.3,52.28,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_efficientnet_b4,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,True,1000.0
efficientnet_b4,float,qnn_dlc,82.2,,82.3,52.27,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_efficientnet_b4,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,True,1000.0
efficientnet_b4,float,qnn_dlc_via_qnn_ep,82.2,,82.3,52.27,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_efficientnet_b4,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,True,1000.0
efficientnet_b4,float,onnx,82.2,,82.3,52.28,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_efficientnet_b4,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,True,1000.0
efficientnet_b4,w8a16,qnn_dlc,82.2,82.1,81.9,44.27,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_efficientnet_b4,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,True,1000.0
efficientnet_b4,w8a16,qnn_dlc_via_qnn_ep,82.2,82.1,81.9,44.28,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_efficientnet_b4,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,True,1000.0
efficientnet_b4,w8a16,onnx,82.2,82.1,81.9,44.27,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_efficientnet_b4,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,True,1000.0
esrgan,float,tflite,26.3,,26.3,59.02,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,set14,https://huggingface.co/datasets/eugenesiow/Set14,all 14 standard SR benchmark images,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,True,14.0
esrgan,float,qnn_dlc,26.3,,26.3,58.98,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,set14,https://huggingface.co/datasets/eugenesiow/Set14,all 14 standard SR benchmark images,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,True,14.0
esrgan,float,qnn_dlc_via_qnn_ep,26.3,,26.3,58.98,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,set14,https://huggingface.co/datasets/eugenesiow/Set14,all 14 standard SR benchmark images,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,True,14.0
esrgan,float,onnx,26.3,,26.3,59.05,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,set14,https://huggingface.co/datasets/eugenesiow/Set14,all 14 standard SR benchmark images,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,True,14.0
esrgan,w8a16,qnn_dlc,26.3,26.3,26.3,42.63,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,set14,https://huggingface.co/datasets/eugenesiow/Set14,all 14 standard SR benchmark images,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,True,14.0
esrgan,w8a16,qnn_dlc_via_qnn_ep,26.3,26.3,26.3,42.62,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,set14,https://huggingface.co/datasets/eugenesiow/Set14,all 14 standard SR benchmark images,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,True,14.0
esrgan,w8a16,onnx,26.3,26.3,26.3,42.62,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,set14,https://huggingface.co/datasets/eugenesiow/Set14,all 14 standard SR benchmark images,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,True,14.0
eyegaze,float,tflite,14.8,,14.8,78.91,63.71,63.1,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,mpii_gaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions.,0.0,,5.0,False,500.0
eyegaze,float,qnn_dlc,14.8,,14.8,78.9,63.77,63.06,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,mpii_gaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions.,0.0,,5.0,False,500.0
eyegaze,float,qnn_dlc_via_qnn_ep,14.8,,14.8,78.93,63.78,63.07,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,mpii_gaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions.,0.0,,5.0,False,500.0
eyegaze,float,onnx,14.8,,14.8,78.98,63.73,63.09,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,mpii_gaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions.,0.0,,5.0,False,500.0
eyegaze,w8a16,qnn_dlc,14.8,14.3,14.4,55.02,40.65,29.13,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,mpii_gaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions.,0.0,,5.0,False,500.0
eyegaze,w8a16,qnn_dlc_via_qnn_ep,14.8,14.3,14.4,55.02,41.19,29.16,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,mpii_gaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions.,0.0,,5.0,False,500.0
eyegaze,w8a16,onnx,14.8,14.3,14.4,54.86,41.22,29.08,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,mpii_gaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions.,0.0,,5.0,False,500.0
fcn_resnet50,float,tflite,56.1,,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
fcn_resnet50,float,qnn_dlc,56.1,,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
fcn_resnet50,float,qnn_dlc_via_qnn_ep,56.1,,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
fcn_resnet50,float,onnx,56.1,,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
fcn_resnet50,w8a8,tflite,56.1,56.2,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
fcn_resnet50,w8a8,qnn_dlc,56.1,56.2,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
fcn_resnet50,w8a8,qnn_dlc_via_qnn_ep,56.1,56.2,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
fcn_resnet50,w8a8,onnx,56.1,56.2,,,,,,,,,,,,2026-09-20,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_voc_seg,https://cocodataset.org/,val2017 split with VOC class labels,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,True,1000.0
